,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,actor1_con,actor2_con,actor3_con,director_con,genre__con
10865,Pirate's Blood,2008.0,131.11078355314197,"Action, Horror, Thriller",4.3,40.0,Mark Ratering,Mymoona Al Baluchi,Salem Bahwan,Salim Bawa,4.3,4.3,4.3,4.3,4.3
10866,Pita,1991.0,131.11078355314197,Drama,7.0,23.0,Govind Nihalani,Vimal Bhagat,Satyadev Dubey,Irfan,7.0,7.0,7.0,7.1,6.3
10867,Pitaah,2002.0,126.0,"Action, Drama",6.3,693.0,Mahesh Manjrekar,Sanjay Dutt,Nandita Das,Sachin Khedekar,5.2,6.4,6.3,5.9,5.6
10868,Pitambar,1992.0,131.11078355314197,Action,6.2,2029.1238422863191,Imran,Sunil Dhawan,Jagdeep,Ravi Kishan,5.1,5.8,6.0,6.2,5.7
10870,Pitta Kathalu,2021.0,150.0,"Drama, Romance",5.0,627.0,Nag Ashwin,Tharun Bhascker Dhaassyam,B.V. Nandini Reddy,Sankalp Reddy,5.0,5.0,5.0,5.0,5.9
10872,Piya Ka Ghar,1972.0,134.0,"Drama, Family, Musical",6.7,210.0,Basu Chatterjee,Anil Dhawan,Jaya Bachchan,Asrani,5.8,6.6,5.8,6.6,6.4
10873,Piya Ka Ghar,1997.0,131.11078355314197,Drama,6.2,2029.1238422863191,Akash Mehra,Rakesh Bedi,Kishore Kapoor,Satish Kaul,5.7,6.2,6.3,5.6,6.3
10875,Piya Milan,1958.0,132.0,"Action, Adventure, Drama",4.5,8.0,T.R. Raghunath,Vyjayanthimala,Rajasulochana,M.N. Rajam,6.4,5.3,4.5,5.4,5.8
10877,Piya Milan,1985.0,132.0,Drama,8.3,7.0,K.P. Singh,Mohan Choti,C.S. Dubey,Satish Kaul,6.5,6.8,6.3,8.3,6.3
10878,Piya Milan Ki Aas,1961.0,131.11078355314197,Romance,6.2,5.0,S.N. Tripathi,Manoj Kumar,Ameeta,Jeevan,5.9,6.2,6.2,6.4,5.9
10879,Piya Pyare,1934.0,144.0,"Adventure, Fantasy",2.7,11.0,R.S. Choudhury,Ruby Mayer,Dinshaw Bilimoria,Jillo,5.6,5.3,5.3,5.0,5.7
10881,Pizza,2014.0,107.0,Horror,6.2,1147.0,Akshay Akkineni,Akshay Oberoi,Parvathy Omanakuttan,Arunoday Singh,6.0,6.2,6.8,6.2,5.4
10882,PK,2014.0,153.0,"Comedy, Drama, Musical",8.1,168150.0,Rajkumar Hirani,Aamir Khan,Anushka Sharma,Sanjay Dutt,6.8,6.4,5.0,8.1,6.2
10883,PK Lele a Salesman,2018.0,135.0,"Comedy, Romance",5.5,11.0,Manav Sohal,Manav Sohal,Brijendra Kala,Vaishnavi Dhanraj,5.5,6.2,5.5,5.5,5.8
10885,Plan,2004.0,149.0,"Action, Comedy, Crime",4.1,842.0,Hriday Shetty,Sanjay Dutt,Priyanka Chopra Jonas,Dino Morea,5.2,5.0,4.4,5.6,5.4
10886,Platform,1993.0,150.0,"Action, Crime, Drama",3.7,194.0,Deepak Pawar,Ajay Devgn,Tisca Chopra,Priya,5.3,5.4,5.0,4.8,5.7
10888,Play This,2018.0,110.0,Drama,5.4,22.0,Sourabh Shrivastav,Harsh Dubey,Mandy Gill,Abhishek Mahendru,5.4,5.4,5.4,5.4,6.3
10890,Players,2012.0,163.0,"Action, Crime, Thriller",4.1,4181.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Vinod Khanna,Abhishek Bachchan,5.8,6.0,4.5,5.8,5.4
10892,Plot No. 5,1981.0,131.11078355314197,Mystery,5.7,27.0,Yogesh Saxena,Vikas Anand,Benjamin Gilani,Amjad Khan,5.4,6.3,5.7,5.7,6.0
10893,PM Narendra Modi,2019.0,136.0,"Biography, Drama",3.1,5954.0,Omung Kumar,Vivek Oberoi,Manoj Joshi,Darshan Kumaar,4.9,5.6,5.2,5.6,6.6
10894,Pocket Gangsters,2015.0,110.0,"Romance, Thriller",6.5,13.0,Hemant Nilim Das,Mukesh S. Bhatt,Shivangi Mehra,Madhur Mittal,6.0,6.5,6.5,6.5,5.4
10895,Pocket Maar,1956.0,131.11078355314197,"Action, Crime, Drama",7.3,39.0,Harnam Singh Rawail,Dev Anand,Geeta Bali,Nadira,6.8,6.4,6.5,6.4,5.7
10896,Pocket Maar,1974.0,131.11078355314197,"Action, Drama, Romance",6.6,48.0,Ramesh Lakhanpal,Dharmendra,Saira Banu,Prem Chopra,5.8,6.4,6.2,6.4,5.3
10897,Police,1958.0,131.11078355314197,Action,6.2,8.0,Kalidas,Pradeep Kumar,Madhubala,Nadira,6.1,7.1,6.5,5.9,5.7
10898,Police,1944.0,131.11078355314197,Action,6.2,2029.1238422863191,Prem Adib,Jeevan,Badri Prasad,Ratnamala,6.3,6.2,6.2,6.2,5.7
10899,Police Aur Mujrim,1992.0,146.0,"Action, Musical, Romance",5.2,51.0,K.C. Bokadia,Raaj Kumar,Vinod Khanna,Meenakshi Sheshadri,5.7,6.0,5.5,4.4,6.6
10901,Police Detective,1960.0,131.11078355314197,"Crime, Mystery, Thriller",6.2,2029.1238422863191,Nanabhai Bhatt,Shyama,Sudesh Kumar,David Abraham,6.1,6.1,6.6,5.9,6.1
10903,Police Force: An Inside Story,2004.0,138.0,"Action, Crime, Drama",4.5,738.0,Dilip Shukla,Akshay Kumar,Raveena Tandon,Amrish Puri,5.5,5.1,5.8,5.4,5.7
10904,Police Ke Ghere Mein,1996.0,131.11078355314197,Action,6.2,2029.1238422863191,Goga Kapoor,Rohan Kapoor,Shakti Kapoor,Vicky Khan,5.2,5.6,6.2,6.2,5.7
10905,Police Ke Peechhe Police,1989.0,131.11078355314197,Crime,4.6,8.0,B.R. Ishara,Shafi Inamdar,Rajesh Khanna,Kulbhushan Kharbanda,5.4,6.2,5.8,6.1,5.5
10908,Police Lock-up,1995.0,131.11078355314197,"Action, Crime, Drama",4.2,18.0,Kishan Shah,Sadashiv Amrapurkar,Firoz Irani,Bharat Kapoor,5.4,5.5,5.6,6.1,5.7
10909,Police Officer,1992.0,158.0,Action,3.4,58.0,Ashok Gaekwad,Todd Howard,Jackie Shroff,Karisma Kapoor,3.4,5.1,4.4,5.0,5.7
10910,Police Public,1990.0,127.0,"Crime, Thriller",6.6,141.0,Esmayeel Shroff,Vijay Aidasani,Jayshree Arora,Ila Arun,6.6,6.6,7.7,5.7,5.7
10912,Police Station,1997.0,131.11078355314197,Action,6.2,2029.1238422863191,Sadashiv Amrapurkar,Ashwini Bhave,Gajendra Chauhan,Dinesh Hingoo,5.8,6.1,5.5,5.8,5.7
10914,Police Station,1959.0,131.11078355314197,Action,6.2,2029.1238422863191,Kamran,Krishna Kumari,Habib,Sheikh,6.2,6.2,6.2,6.2,5.7
10915,Police Wala,1993.0,155.0,Romance,4.1,13.0,Sikander Bharti,Chunky Panday,Kiran Kumar,Ishrat Ali,4.0,5.7,4.6,4.1,5.9
10916,Policegiri,2013.0,141.0,"Action, Comedy, Crime",4.1,1374.0,K.S. Ravikumar,Sanjay Dutt,Prachi Desai,Prakash Raj,5.2,4.1,5.5,6.0,5.4
10917,Policewala Gunda,1995.0,146.0,"Action, Drama",5.0,55.0,Pappu Verma,Dharmendra,Reena Roy,Mamta Kulkarni,5.8,5.7,5.0,5.5,5.6
10918,Ponga Pandit,1975.0,131.11078355314197,"Drama, Family, Action",6.5,47.0,Prayag Raj,Randhir Kapoor,Neeta Mehta,Danny Denzongpa,5.6,5.4,5.6,6.1,5.1
10919,Ponniyin Selvan,2022.0,131.11078355314197,"Drama, Family, Fantasy",6.2,2029.1238422863191,Mani Ratnam,Aishwarya Rai Bachchan,Amitabh Bachchan,Aditi Rao Hydari,5.9,6.4,6.2,6.9,6.0
10920,Poochho Mere Dil Se,2004.0,132.0,"Action, Drama",4.6,10.0,Kumar Pradeep,Alka Anjali,Ashok Barot,Diya Chakraborty,4.6,4.6,4.6,4.6,5.6
10922,Pooja,1954.0,131.11078355314197,"Drama, Romance",6.2,2029.1238422863191,Bhagwan Das Varma,Purnima,Bharat Bhushan,Hiralal,6.2,6.1,6.2,5.8,5.9
10924,Pooja Ke Phool,1964.0,161.0,"Musical, Drama, Family",7.0,42.0,A. Bhimsingh,Ashok Kumar,Mala Sinha,Dharmendra,6.4,6.4,5.3,6.8,6.7
10925,Poonam,1981.0,138.0,Drama,5.2,18.0,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor,4.8,5.5,5.5,5.5,6.3
10926,Poonam,1952.0,131.11078355314197,Romance,6.2,2029.1238422863191,M. Sadiq,Kamini Kaushal,Ashok Kumar,Om Prakash,6.6,6.4,6.1,6.2,5.9
10927,Poonam Ka Chand,1967.0,131.11078355314197,Romance,6.2,2029.1238422863191,Suresh Tripathi,Jayshree Gadkar,Krishna Kumari,Mahipal,6.3,6.1,5.9,6.2,5.9
10928,Poonam Ki Raat,1965.0,136.0,"Romance, Thriller, Mystery",6.8,22.0,Kishore Sahu,Manoj Kumar,Nandini,Prem Chopra,5.9,5.7,6.2,6.3,6.3
10929,Poonam Ki Raat,1999.0,131.11078355314197,Horror,6.2,2029.1238422863191,Raghuveer Singh,Sheetal Bedi,Pinky Chinoy,Dinesh Hingoo,6.2,5.2,5.5,6.2,5.4
10931,Poorna,2017.0,100.0,"Action, Adventure, Biography",7.8,1343.0,Rahul Bose,Prashant Pandey,Aditi Inamdar,Rahul Bose,7.8,7.8,6.3,6.8,7.8
10934,Popcorn Khao! Mast Ho Jao,2004.0,138.0,"Comedy, Drama, Romance",4.0,85.0,Kabir Sadanand,Akshay Kapoor,Tanishaa Mukerji,Yash Tonk,3.9,4.0,3.8,4.8,5.8
10935,Post Box 999,1958.0,115.0,"Action, Mystery",6.4,29.0,Ravindra Dave,Sunil Dutt,Shakila,Leela Chitnis,6.1,6.0,6.8,6.1,5.5
10938,Poster Boys,2017.0,128.0,Comedy,5.4,1446.0,Shreyas Talpade,Sunny Deol,Bobby Deol,Shreyas Talpade,5.0,5.4,4.1,5.8,5.9
10939,POV: Point of view,2017.0,108.0,"Horror, Thriller",6.2,2029.1238422863191,Prabhakar Jha,Murari Kumar,Sabreen Baker,Sufrat Khan,6.2,6.2,6.2,6.2,4.6
10942,Prabhat,1941.0,131.11078355314197,Drama,6.2,2029.1238422863191,V.M. Vyas,Shanta Hublikar,Paidi Jairaj,Nazir Bedi,6.2,6.3,6.2,6.3,6.3
10943,Prabhat,1973.0,120.0,Drama,6.9,8.0,Sikandar Khanna,Roopesh Kumar,Zaheeda,Jaya Kausalya,6.9,6.9,6.9,6.1,6.3
10947,Prabhu Ki Maya,1955.0,131.11078355314197,Drama,6.2,2029.1238422863191,Prem Adib,Vithaldas,Mubarak,P. Kailash,6.2,6.2,6.5,6.2,6.3
10948,Prachin Kama Sutra,2003.0,96.0,Thriller,6.2,2029.1238422863191,Suresh Jain,Hemant Birje,Rimpal,Bhatnagar,5.2,6.2,6.2,6.0,5.9
10949,Pragaash,2017.0,72.0,"Documentary, Biography, Music",6.2,2029.1238422863191,Janmejay Singh,Zaan Khan,Neelu Kohli,Sheetal Maulik,6.2,6.2,6.2,6.2,6.2
10950,Prague,2013.0,109.0,"Horror, Mystery, Romance",5.6,349.0,Ashish R. Shukla,Chandan Roy Sanyal,Arfi Lamba,Kumar Mayank,5.6,5.6,5.6,6.4,5.3
10951,Prahaar: The Final Attack,1991.0,166.0,"Drama, Thriller, Action",8.0,1863.0,Subhankar Ghosh,Nana Patekar,Nana Patekar,Dimple Kapadia,6.3,6.4,5.9,8.0,7.3
10953,Prakash Electronic,2017.0,126.0,Comedy,4.9,9.0,Manoj Sharma,Hrishitaa Bhatt,Vrajesh Hirjee,Manoj Joshi,5.7,5.2,5.7,5.6,5.9
10954,Prakope,1990.0,131.11078355314197,Action,6.2,2029.1238422863191,Anil Mattoo,Suparna Anand,Kulbhushan Kharbanda,Suresh Oberoi,6.2,5.8,5.6,5.3,5.7
10956,Pran Jaaye Par Shaan Na Jaaye,2003.0,137.0,"Comedy, Drama",6.2,324.0,Sanjay Jha,Raveena Tandon,Namrata Shirodkar,Rinke Khanna,4.8,5.3,6.0,6.2,5.9
10957,Pran Jaye Par Vachan Na Jaye,1974.0,131.11078355314197,"Action, Drama, Musical",6.0,19.0,S. Ali Raza,Sunil Dutt,Rekha,Bindu,6.1,5.7,5.7,6.4,5.6
10958,Pranaam,2019.0,120.0,"Action, Crime, Drama",4.3,273.0,Sanjiv Jaiswal,Rajeev Khandelwal,Atul Kulkarni,Abhimanyu Singh,5.9,6.2,5.4,5.6,5.7
10959,Pranali: The Tradition,2008.0,131.11078355314197,"Crime, Drama",6.0,37.0,Hridesh Kamble,Nargis Bagheri,Upendra Limaye,Sudha Chandran,5.4,6.0,4.8,6.0,6.2
10961,Prarambh,2004.0,83.0,Drama,6.8,21.0,Kumar Dave,Mukesh S. Bhatt,Singh Bhupesh,Shama Deshpande,6.0,6.5,5.6,6.8,6.3
10962,Prarthana,1943.0,131.11078355314197,Drama,6.2,2029.1238422863191,Sarvottam Badami,Sabita Devi,Motilal,Jehanara Kajjan,6.2,6.4,6.2,6.2,6.3
10965,Prassthanam,2019.0,141.0,"Action, Drama",5.9,1265.0,Deva Katta,Sanjay Dutt,Jackie Shroff,Ali Fazal,5.2,5.1,5.8,5.9,5.6
10966,Prateeksha,1993.0,131.11078355314197,"Action, Crime",5.2,32.0,Lawrence D'Souza,Jeetendra,Moushumi Chatterjee,Vinod Mehra,5.3,6.1,6.0,4.6,5.5
10967,Prateeksha,2006.0,150.0,Romance,5.5,47.0,Basu Chatterjee,Jimmy Sheirgill,Dia Mirza,Anupam Kher,5.3,4.8,5.6,6.6,5.9
10968,Pratha,2002.0,131.11078355314197,"Action, Drama, Thriller",6.2,34.0,Raja Bundela,Deepak Bandhu,Irrfan Khan,Ashney Shroff,6.2,5.9,6.2,5.7,5.8
10971,Pratibandh,1990.0,159.0,"Action, Drama",6.0,128.0,Ravi Raja Pinisetty,Chiranjeevi,Juhi Chawla,Rami Reddy,6.3,5.7,5.9,5.9,5.6
10972,Pratibha,1937.0,129.0,"Crime, Drama, Musical",6.2,2029.1238422863191,Baburao Painter,Durga Khote,Keshavrao Date,Heera,6.4,6.0,6.2,6.2,6.5
10973,Pratibha,1984.0,131.11078355314197,Drama,6.2,2029.1238422863191,Chiranjeet Dhawan,Raja Bundela,Dilip Dhawan,Benjamin Gilani,6.2,6.4,5.8,6.2,6.3
10974,Pratibimbo,2020.0,21.0,"Crime, Drama, Mystery",7.8,8.0,Yogesh Ingole,Moumita Goswami,Priyanka Karkera,Abhishail Kharote,7.8,7.8,7.8,7.8,6.3
10976,Pratidhwani,1993.0,131.11078355314197,Action,5.0,7.0,Kodanda Rami Reddy A.,Venkatesh Daggubati,Charu Haasan,Charan Raj,5.4,5.8,6.2,6.1,5.7
10978,Pratiggya,1975.0,131.11078355314197,"Action, Comedy, Drama",7.2,295.0,Dulal Guha,Dharmendra,Hema Malini,Ajit,5.8,6.2,6.3,6.6,5.5
10979,Pratighaat,1987.0,164.0,"Action, Crime, Drama",7.0,71.0,N. Chandra,Sujata Mehta,Arvind Kumar,Charan Raj,6.3,6.7,6.2,6.2,5.7
10980,Pratigyabadh,1991.0,125.0,Drama,5.5,37.0,Ravi Chopra,Asrani,Beena Banerjee,Mithun Chakraborty,5.4,5.3,5.6,6.1,6.3
10981,Pratikar,1991.0,150.0,"Action, Crime, Drama",4.9,105.0,Rama Rao Tatineni,Rakhee Gulzar,Anil Kapoor,Madhuri Dixit,6.0,5.3,5.5,5.4,5.7
10984,Pratima Aur Payal,1977.0,131.11078355314197,Musical,6.2,2029.1238422863191,Sharan Agarwal,Rita Bhaduri,Sachin Pilgaonkar,Sarika,5.9,6.4,6.0,6.2,5.9
10986,Pratisaad: The Response,2010.0,126.0,"Biography, Drama",7.4,24.0,Yogesh Dattatraya Gosavi,Sandeep Kulkarni,Kishore Kadam,Neelam Shirke,6.2,7.4,7.4,7.4,6.6
10987,Pratishodh,1981.0,121.0,Drama,6.5,18.0,Sukhen Das,Uttam Kumar,Soumitra Chatterjee,Sabitri Chatterjee,6.5,6.4,6.5,6.5,6.3
10989,Pratyaghat,1994.0,125.0,Musical,6.7,11.0,Santanu Bhowmick,Prasenjit Chatterjee,Indrani Dutta,Shakti Kapoor,7.0,6.7,5.5,6.7,5.9
10994,Prayashchit,1977.0,131.11078355314197,Drama,6.2,2029.1238422863191,Kamal Majumdar,Ashok Kumar,Mala Sinha,Nanda,6.4,6.4,6.0,6.1,6.3
10995,Prayashchit,1992.0,131.11078355314197,Drama,6.2,2029.1238422863191,Kuldeep Bakshi,Ajay,Surendra Gupta,Navni Parihar,5.6,6.2,5.9,6.2,6.3
10997,Preet Ki Dori,1971.0,131.11078355314197,"Action, Drama, Romance",5.8,6.0,Satish Kumar,Parikshit Sahni,Tanuja,Bindu,6.5,6.4,5.7,6.1,5.3
10998,Preet Na Jane Reet,1966.0,131.11078355314197,Romance,6.5,28.0,S. Bannerjee,Shammi Kapoor,Saroja Devi B.,Nasir Hussain,6.7,6.5,6.6,6.7,5.9
11000,Preetam,1971.0,137.0,"Comedy, Romance",6.2,27.0,Bhappi Sonie,Shammi Kapoor,Leena Chandavarkar,Helen,6.7,6.2,6.0,6.6,5.8
11003,Preeti,1986.0,131.11078355314197,Drama,6.2,2029.1238422863191,Saawan Kumar Tak,Chaman Bagga,Prem Chopra,Jugnu,6.2,5.3,6.2,5.2,6.3
11004,Prem,1995.0,167.0,"Action, Drama, Romance",4.1,220.0,Satish Kaushik,Sanjay Kapoor,Tabu,Deepak Tijori,5.0,5.6,5.8,5.0,5.3
11005,Prem Aggan,1998.0,168.0,"Drama, Romance",1.7,544.0,Feroz Khan,Fardeen Khan,Meghna Kothari,Sameer Malhotra,4.3,1.7,1.7,5.4,5.9
11008,Prem Bandhan,1979.0,131.11078355314197,"Adventure, Drama, Romance",6.6,37.0,Ramanand Sagar,Rajesh Khanna,Rekha,Moushumi Chatterjee,6.4,5.7,6.1,6.6,6.6
11010,Prem Daan,1992.0,131.11078355314197,Romance,8.0,13.0,Saawan Kumar Tak,Nitish Bharadwaj,Kushboo,Abhinav Chaturvedi,6.9,6.0,6.8,5.2,5.9
11011,Prem Deewane,1992.0,160.0,"Action, Comedy, Drama",5.2,220.0,Sachin Pilgaonkar,Sachin,Pooja Bhatt,Bharat Bhushan,5.7,5.8,6.1,5.7,5.5
11012,Prem Geet,1981.0,150.0,Romance,7.7,67.0,Sudesh Issar,Raj Babbar,Anita Raj,Rajni Sharma,5.6,5.2,6.8,6.3,5.9
11016,Prem Jung,1991.0,131.11078355314197,Action,6.5,6.0,S.V. Rajendra Singh Babu,Amala Akkineni,Nagarjuna Akkineni,Mohan Babu,5.2,6.0,6.0,5.7,5.7
11019,Prem Kaa Game,2010.0,131.11078355314197,"Comedy, Drama",3.4,218.0,Ashok Kheny,Arbaaz Khan,Madhuri Bhattacharya,Tara Sharma,4.2,3.4,4.8,3.4,5.9
11020,Prem Kahani,1937.0,87.0,"Drama, Family, Romance",5.9,12.0,Franz Osten,Ashok Kumar,N.M. Joshi,Bilqis,6.4,5.9,5.9,6.2,6.0
11021,Prem Kahani,1975.0,149.0,"Drama, Musical, Romance",6.6,150.0,Raj Khosla,Rajesh Khanna,Shashi Kapoor,Mumtaz,6.4,6.7,6.4,6.4,6.4
11022,Prem Ki Aag,1936.0,131.11078355314197,Drama,6.2,2029.1238422863191,M.L. Kapoor,Mukhtar Begum,Husn Banu,Bhai Desa,6.2,6.1,6.2,6.2,6.3
11025,Prem Ki Ganga,1971.0,131.11078355314197,Romance,6.2,2029.1238422863191,Kalyani,Ajay Kumar,Manish,Kamal Mishra,6.2,6.3,6.2,6.2,5.9
11029,Prem Mayee,2012.0,130.0,Drama,6.2,2029.1238422863191,Shekhar S. Jha,Auroshika Dey,Saini S. Johray,Yatin Karyekar,4.4,6.2,5.4,6.2,6.3
11030,Prem Milan,2005.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Mannan A. Gada,Reena Kapoor,Amit Pachori,Urmila,6.2,6.1,6.1,6.2,5.9
11032,Prem Nagar,1974.0,200.0,"Drama, Musical, Romance",6.3,114.0,K.S. Prakash Rao,Rajesh Khanna,Hema Malini,Prem Chopra,6.4,6.2,6.2,6.2,6.4
11033,Prem Paigham,1989.0,131.11078355314197,Romance,6.2,2029.1238422863191,Navin Kumar,Birbal,Deepika Chikhalia,Tina Ghai,5.7,6.1,5.7,6.5,5.9
11035,Prem Parvat,1973.0,131.11078355314197,"Drama, Romance",6.0,8.0,Ved Rahi,Birbal,Hiralal,Satish Kaul,5.7,6.3,6.3,6.2,5.9
11037,Prem Patra,1962.0,157.0,"Drama, Romance",7.6,68.0,Bimal Roy,Sadhana,Shashi Kapoor,Seema Deo,7.1,6.7,5.9,7.2,5.9
11038,Prem Pratigyaa,1989.0,156.0,"Drama, Romance",5.9,230.0,Bapu,Mithun Chakraborty,Madhuri Dixit,Vinod Mehra,5.3,5.8,6.0,6.1,5.9
11039,Prem Pujaari,1935.0,131.11078355314197,Drama,6.2,2029.1238422863191,Rafiq Rizvi,Alaknanda,Rafiq Ghaznavi,Keshavaro Mongle,6.2,6.2,6.2,6.2,6.3
11040,Prem Pujari,1970.0,192.0,"Action, Drama, Musical",6.9,212.0,Dev Anand,Dev Anand,Waheeda Rehman,Shatrughan Sinha,6.8,6.8,6.0,5.6,5.6
11041,Prem Qaidi,1991.0,156.0,"Action, Romance",2.1,153.0,K. Muralimohana Rao,Karisma Kapoor,Harish,Shafi Inamdar,4.2,4.7,5.2,4.8,5.0
11042,Prem Rahasya,1981.0,131.11078355314197,Romance,6.2,2029.1238422863191,Adoor Bhasi,Krishna Chandran,Jayabharati,K.P.A.C. Lalitha,6.2,6.2,6.2,6.2,5.9
11043,Prem Ratan Dhan Payo,2015.0,164.0,"Action, Drama, Musical",4.4,19913.0,Sooraj R. Barjatya,Salman Khan,Sonam Kapoor,Neil Nitin Mukesh,5.3,5.5,5.9,6.0,5.6
11045,Prem Rog,1982.0,183.0,"Drama, Musical, Romance",7.2,913.0,Raj Kapoor,Shammi Kapoor,Nanda,Tanuja,6.7,6.5,6.4,7.1,6.4
11049,Prem Sandesh,1988.0,131.11078355314197,Romance,6.2,2029.1238422863191,S.M. Sagar,Rakesh Bedi,Mumtaz Begum,Master Bhagwan,5.7,6.2,6.0,5.7,5.9
11052,Prem Shakti,1994.0,131.11078355314197,"Action, Drama, Fantasy",3.9,81.0,Shibu Mitra,Govinda,Karisma Kapoor,Shakti Kapoor,4.8,4.8,5.5,5.2,5.5
11053,Prem Shastra,1974.0,102.0,"Drama, Romance",6.5,55.0,B.R. Ishara,Dev Anand,Zeenat Aman,Bindu,6.8,6.4,5.7,6.1,5.9
11054,Prem Shastra,1999.0,131.11078355314197,Romance,6.2,2029.1238422863191,Anil Dhanda,Neeraj Bharadwaj,Mahesh Gupta,Jhony Nirmal,6.2,6.2,6.2,5.7,5.9
11055,Prem Sutra,2005.0,88.0,Thriller,6.2,2029.1238422863191,Chandni Gupta,Chandni Gupta,Amit Pachori,Aman Sagar,6.2,6.1,6.2,5.5,5.9
11056,Prem Tapasya,1983.0,137.0,"Drama, Romance",6.1,25.0,Narayana Rao Dasari,Jeetendra,Rekha,Reena Roy,5.3,5.7,5.8,5.5,5.9
11057,Prem Tapasya,2002.0,105.0,Thriller,6.2,2029.1238422863191,Sunny Kapoor,Chandni Gupta,Shabnam Raza,Sapna Sappu,6.2,6.2,5.7,6.2,5.9
11058,Prem Vasna,2003.0,113.0,"Drama, Romance, Thriller",6.2,2029.1238422863191,S. Prasad,Birbal,Anil Dhawan,Reena Kapoor,5.7,6.2,6.2,6.2,5.0
11059,Prem Vivah,1979.0,131.11078355314197,"Drama, Family",6.0,24.0,Basu Chatterjee,Asha Parekh,Harish Bhimani,Mithun Chakraborty,6.7,6.2,5.6,6.6,6.2
11060,Prem Yog,1994.0,148.0,"Drama, Family",6.1,65.0,Rajeev Kumar,Rishi Kapoor,Madhoo,Shammi Kapoor,5.9,5.4,5.9,5.2,6.2
11061,Prem Yudh,1985.0,131.11078355314197,Romance,6.2,2029.1238422863191,S.V. Rajendra Singh Babu,Ambika,Ravi Chandra,Sheetal,5.5,6.2,6.4,5.7,5.9
11062,Prema Sikharam,1992.0,131.11078355314197,"Comedy, Drama, Family",5.6,7.0,Satya Gopal Bhatnagar,C. Arunpandian,Brahmanandam,Uttej,5.6,5.8,5.6,5.6,6.1
11063,Premaatur,2021.0,109.0,"Horror, Romance, Thriller",6.2,2029.1238422863191,Sumit Sagar,Prashant Walde,Heta Shah,Kalyani Kumari,6.2,6.2,6.2,6.2,5.6
11064,Premante Idera,1998.0,131.11078355314197,"Romance, Drama",6.6,254.0,Jayant Paranji,Venkatesh Daggubati,Preity Zinta,Sivaji Raja,5.4,5.5,6.6,6.0,6.0
11065,Prematho Raa,2001.0,131.11078355314197,Romance,5.1,107.0,Uday Shankar,Venkatesh Daggubati,Simran,Isha Koppikar,5.4,6.0,5.2,5.9,5.9
11066,PremGranth,1996.0,156.0,"Action, Drama, Musical",5.7,425.0,Rajiv Kapoor,Shammi Kapoor,Rishi Kapoor,Madhuri Dixit,6.7,6.2,5.5,5.7,5.6
11068,Premi Gangaram,1978.0,131.11078355314197,Romance,6.2,2029.1238422863191,Jagdish Nirula,Yogeeta Bali,Bindu,I.S. Johar,5.8,6.2,6.2,5.7,5.9
11070,Premika,1980.0,131.11078355314197,Romance,6.2,2029.1238422863191,Brij Katyal,Vinod Mehra,Usha Solanki,Usha Joshi,5.9,5.9,6.2,6.2,5.9
11072,Prerana,1984.0,131.11078355314197,Romance,6.2,2029.1238422863191,Moti Sagar,Moti Sagar,Kiran Juneja,Manmohan Krishna,6.2,6.2,6.3,6.2,5.9
11074,Pret Atma,1997.0,114.0,Horror,3.5,6.0,R. Mittal,Rajesh Mittal,Birbal,Anil Dhawan,5.6,5.7,5.4,5.8,5.4
11075,Pride and Honour,2004.0,162.0,"Action, Crime, Drama",5.5,3711.0,Puneet Issar,Salman Khan,Shilpa Shetty Kundra,Arbaaz Khan,5.3,4.8,4.8,5.8,5.7
11076,Prince,1969.0,131.11078355314197,"Musical, Romance",7.1,146.0,Lekh Tandon,Shammi Kapoor,Vyjayanthimala,Rajendranath Malhotra,6.7,6.6,6.5,6.4,6.2
11077,Prince,2010.0,138.0,"Action, Sci-Fi, Thriller",4.2,2001.0,Kookie Gulati,Vivek Oberoi,Isaiah,Aruna Shields,4.9,4.2,4.2,5.2,4.6
11080,Prisoner of Golconda,1954.0,131.11078355314197,Fantasy,6.2,2029.1238422863191,Prem Nath,Prem Nath,Bina Rai,Rajendranath Malhotra,6.1,6.5,6.5,6.2,6.2
11083,Prithipal Singh,2015.0,131.11078355314197,Biography,6.2,2029.1238422863191,Babita Puri,Vikas Kumar,Anjali Patil,Deepak Sandhu,6.2,6.2,6.2,6.2,6.2
11084,Prithvi,1997.0,136.0,"Action, Mystery, Thriller",4.4,108.0,Nitin Manmohan,Sunil Shetty,Shilpa Shetty Kundra,Suresh Oberoi,4.6,4.8,5.6,4.4,5.1
11086,Prithvi Vallabh,1943.0,121.0,Drama,7.7,27.0,Sohrab Modi,Sadiq Ali,Durga Khote,Leela Mishra,7.7,6.5,6.3,6.7,6.3
11087,Prithviraj,2021.0,131.11078355314197,"Action, Drama, History",6.2,2029.1238422863191,Chandra Prakash Dwivedi,Deependra Singh,Nikkita Chadha,Akshay Kumar,6.2,6.2,5.4,6.8,6.5
